"DateTime","Index","Count"
"2015-12-11 00:00:00",-0.10000000149011612
"2015-12-14 00:00:00",-0.10000000149011612
"2015-12-21 00:00:00",0.20000000298023224
"2015-12-24 00:00:00",-0.10000000149011612
"2015-12-29 00:00:00",-0.30000001192092896
"2015-12-31 00:00:00",-0.5
"2016-01-01 00:00:00",,11
"2016-01-04 00:00:00",-0.05000000074505806
"2016-01-05 00:00:00",-0.10000000149011612
"2016-01-08 00:00:00",-0.699999988079071
"2016-01-11 00:00:00",0.10000000149011612
"2016-01-13 00:00:00",-0.20000000298023224
"2016-01-19 00:00:00",0.15000000223517418
"2016-01-20 00:00:00",-0.699999988079071
"2016-01-26 00:00:00",0.30000001192092896
"2016-01-27 00:00:00",0.10000000149011612
"2016-02-01 00:00:00",-0.20000000298023224,12
"2016-02-09 00:00:00",-0.5999999940395355
"2016-02-12 00:00:00",0.10000000149011612
"2016-02-16 00:00:00",-0.30000001192092896
"2016-02-17 00:00:00",-0.10000000149011612
"2016-02-19 00:00:00",-0.05000000074505806
"2016-02-20 00:00:00",0.10000000149011612
"2016-02-25 00:00:00",0.20000000298023224
"2016-03-01 00:00:00",,6
"2016-03-08 00:00:00",0.10000000149011612
"2016-03-16 00:00:00",0.10000000149011612
"2016-03-17 00:00:00",-0.05000000074505806
"2016-03-18 00:00:00",-0.20000000298023224
"2016-04-01 00:00:00",,16
"2016-04-03 00:00:00",-0.20000000298023224
"2016-04-05 00:00:00",0.30000001192092896
"2016-04-06 00:00:00",-0.4000000059604645
"2016-04-07 00:00:00",0.10000000149011612
"2016-04-08 00:00:00",0.10000000149011612
"2016-04-11 00:00:00",-0.10000000149011612
"2016-04-13 00:00:00",-0.15000000596046448
"2016-04-14 00:00:00",-0.30000001192092896
"2016-04-25 00:00:00",-0.699999988079071
"2016-04-27 00:00:00",0.5
"2016-04-29 00:00:00",0.10000000149011612
"2016-05-01 00:00:00",,9
"2016-05-04 00:00:00",-0.10000000149011612
"2016-05-17 00:00:00",-0.699999988079071
"2016-05-26 00:00:00",0.10000000149011612
"2016-05-30 00:00:00",-0.20000000298023224
"2016-05-31 00:00:00",-0.20000000298023224
"2016-06-01 00:00:00",,14
"2016-06-03 00:00:00",-0.20000000298023224
"2016-06-07 00:00:00",-0.30000001192092896
"2016-06-16 00:00:00",0.033333333830038704
"2016-06-21 00:00:00",-0.20000000298023224
"2016-06-23 00:00:00",-0.09999999900658925
"2016-06-29 00:00:00",-0.5
"2016-06-30 00:00:00",-0.20000000298023224
"2016-07-01 00:00:00",,14
"2016-07-10 00:00:00",0.10000000149011612
"2016-07-18 00:00:00",0.20000000298023224
"2016-07-19 00:00:00",-0.4000000059604645
"2016-07-22 00:00:00",-0.14999999850988388
"2016-07-25 00:00:00",-0.30000001192092896
"2016-07-26 00:00:00",0.10000000149011612
"2016-07-29 00:00:00",0.30000001192092896
"2016-07-30 00:00:00",0.4000000059604645
"2016-08-01 00:00:00",,14
"2016-08-03 00:00:00",0.10000000149011612
"2016-08-06 00:00:00",0.10000000149011612
"2016-08-08 00:00:00",0.5
"2016-08-10 00:00:00",-0.20000000794728598
"2016-08-11 00:00:00",0.20000000298023224
"2016-08-16 00:00:00",-0.30000001192092896
"2016-08-29 00:00:00",0.10000000149011612
"2016-09-01 00:00:00",,39
"2016-09-02 00:00:00",0.10000000149011612
"2016-09-06 00:00:00",-0.15000000223517418
"2016-09-07 00:00:00",-0.5
"2016-09-08 00:00:00",0.30000001192092896
"2016-09-10 00:00:00",-0.6000000238418579
"2016-09-11 00:00:00",-0.20000000298023224
"2016-09-12 00:00:00",-0.5
"2016-09-13 00:00:00",-0.5
"2016-09-15 00:00:00",-0.10000000521540642
"2016-09-16 00:00:00",-0.30000000447034836
"2016-09-17 00:00:00",-0.10000000149011612
"2016-09-18 00:00:00",-0.30000001192092896
"2016-09-19 00:00:00",-0.05000000260770321
"2016-09-20 00:00:00",0.20000000670552254
"2016-09-21 00:00:00",-0.125
"2016-09-22 00:00:00",-0.10000000521540642
"2016-09-23 00:00:00",-0.5
"2016-09-26 00:00:00",-0.5000000149011612
"2016-09-27 00:00:00",-0.20000000298023224
"2016-09-30 00:00:00",-0.20000000298023224
"2016-10-01 00:00:00",,21
"2016-10-10 00:00:00",-0.23333333929379782
"2016-10-11 00:00:00",0.10000000149011612
"2016-10-12 00:00:00",-0.46666666865348816
"2016-10-13 00:00:00",-0.4000000059604645
"2016-10-17 00:00:00",0.10000000149011612
"2016-10-22 00:00:00",-0.6000000238418579
"2016-10-24 00:00:00",-0.5
"2016-10-25 00:00:00",0.10000000149011612
"2016-10-28 00:00:00",-0.4000000059604645
"2016-11-01 00:00:00",-0.5000000074505806,38
"2016-11-02 00:00:00",-0.6000000238418579
"2016-11-03 00:00:00",-0.10000000149011612
"2016-11-04 00:00:00",0
"2016-11-06 00:00:00",-0.30000001192092896
"2016-11-15 00:00:00",0.20000000298023224
"2016-11-16 00:00:00",-0.5
"2016-11-21 00:00:00",-0.30000001192092896
"2016-11-22 00:00:00",-0.06666666766007741
"2016-11-25 00:00:00",-0.30000001192092896
"2016-11-26 00:00:00",-0.5
"2016-11-27 00:00:00",-0.600000003973643
"2016-11-29 00:00:00",0.10000000149011612
"2016-11-30 00:00:00",-0.21999999433755874
"2016-12-01 00:00:00",,24
"2016-12-02 00:00:00",-0.20000000670552254
"2016-12-03 00:00:00",0.10000000149011612
"2016-12-05 00:00:00",-0.10000000149011612
"2016-12-06 00:00:00",-0.30000001192092896
"2016-12-08 00:00:00",0.10000000149011612
"2016-12-11 00:00:00",0.10000000149011612
"2016-12-12 00:00:00",-0.5
"2016-12-13 00:00:00",0.10000000149011612
"2016-12-15 00:00:00",0
"2016-12-20 00:00:00",-0.20000000298023224
"2016-12-23 00:00:00",-0.30000001192092896
"2017-01-01 00:00:00",,23
"2017-01-03 00:00:00",-0.6000000238418579
"2017-01-04 00:00:00",-0.5
"2017-01-06 00:00:00",-0.20000000298023224
"2017-01-11 00:00:00",0.20000000298023224
"2017-01-20 00:00:00",0.10000000149011612
"2017-01-23 00:00:00",0.10000000149011612
"2017-01-24 00:00:00",-0.600000003973643
"2017-01-25 00:00:00",-0.20000000298023224
"2017-01-26 00:00:00",-0.2500000037252903
"2017-01-27 00:00:00",-0.4000000059604645
"2017-01-30 00:00:00",-0.30000001192092896
"2017-01-31 00:00:00",0.10000000149011612
"2017-02-01 00:00:00",,17
"2017-02-02 00:00:00",-0.4000000059604645
"2017-02-07 00:00:00",0
"2017-02-08 00:00:00",-0.5
"2017-02-14 00:00:00",0.10000000149011612
"2017-02-15 00:00:00",-0.20000000298023224
"2017-02-20 00:00:00",0.10000000149011612
"2017-02-21 00:00:00",0.10000000149011612
"2017-02-22 00:00:00",-0.5
"2017-02-23 00:00:00",0.10000000149011612
"2017-02-28 00:00:00",-0.05000000074505806
"2017-03-01 00:00:00",-0.30000001192092896,20
"2017-03-03 00:00:00",0
"2017-03-04 00:00:00",-0.30000001192092896
"2017-03-06 00:00:00",-0.30000001192092896
"2017-03-07 00:00:00",-0.30000000074505806
"2017-03-10 00:00:00",-0.5999999940395355
"2017-03-14 00:00:00",-0.20000000298023224
"2017-03-15 00:00:00",-0.20000000298023224
"2017-03-21 00:00:00",-0.05000000074505806
"2017-03-23 00:00:00",0.15000000223517418
"2017-03-24 00:00:00",0.2500000037252903
"2017-03-30 00:00:00",-0.30000001192092896
"2017-04-01 00:00:00",,25
"2017-04-04 00:00:00",-0.033333336313565574
"2017-04-05 00:00:00",0.10000000521540642
"2017-04-08 00:00:00",-0.30000001192092896
"2017-04-11 00:00:00",-0.20000000298023224
"2017-04-12 00:00:00",-0.10000000397364299
"2017-04-13 00:00:00",-0.2500000111758709
"2017-04-17 00:00:00",0.20000000298023224
"2017-04-19 00:00:00",-0.2500000037252903
"2017-04-24 00:00:00",0.10000000149011612
"2017-04-25 00:00:00",0.20000000298023224
"2017-04-27 00:00:00",0.30000001192092896
"2017-04-28 00:00:00",-0.20000000298023224
"2017-05-01 00:00:00",0.10000000149011612,14
"2017-05-03 00:00:00",0.20000000298023224
"2017-05-11 00:00:00",-0.10000000521540642
"2017-05-12 00:00:00",-0.10000000521540642
"2017-05-24 00:00:00",-0.20000000298023224
"2017-05-25 00:00:00",0.800000011920929
"2017-05-31 00:00:00",0.10000000149011612
"2017-06-01 00:00:00",,20
"2017-06-06 00:00:00",0.10000000149011612
"2017-06-08 00:00:00",-0.30000001192092896
"2017-06-09 00:00:00",0.6000000238418579
"2017-06-15 00:00:00",-0.45000000298023224
"2017-06-17 00:00:00",0
"2017-06-21 00:00:00",-0.20000000298023224
"2017-06-22 00:00:00",-0.20000000298023224
"2017-06-25 00:00:00",0.20000000298023224
"2017-06-27 00:00:00",0.19999999925494194
"2017-06-28 00:00:00",-0.15000000223517418
"2017-07-01 00:00:00",,18
"2017-07-16 00:00:00",-0.800000011920929
"2017-07-18 00:00:00",-0.30000000447034836
"2017-07-24 00:00:00",-0.30000001192092896
"2017-07-26 00:00:00",-0.2500000074505806
"2017-07-31 00:00:00",0.05000000074505806
"2017-08-01 00:00:00",-0.14999999105930328,25
"2017-08-05 00:00:00",-0.6000000238418579
"2017-08-08 00:00:00",-0.5
"2017-08-11 00:00:00",0
"2017-08-12 00:00:00",-0.10000000149011612
"2017-08-15 00:00:00",0.10000000149011612
"2017-08-16 00:00:00",0.20000000298023224
"2017-08-17 00:00:00",-0.30000001192092896
"2017-08-18 00:00:00",-0.10000000149011612
"2017-08-22 00:00:00",0
"2017-08-28 00:00:00",-0.6000000238418579
"2017-08-31 00:00:00",-0.44000000357627866
"2017-09-01 00:00:00",,15
"2017-09-04 00:00:00",0.10000000149011612
"2017-09-05 00:00:00",-0.6000000238418579
"2017-09-07 00:00:00",-0.20000000298023224
"2017-09-12 00:00:00",0.20000000298023224
"2017-09-18 00:00:00",0.10000000149011612
"2017-09-28 00:00:00",-0.25
"2017-10-01 00:00:00",,12
"2017-10-10 00:00:00",-0.4000000059604645
"2017-10-15 00:00:00",0.20000000298023224
"2017-10-16 00:00:00",-0.30000001192092896
"2017-10-17 00:00:00",0.30000001192092896
"2017-10-23 00:00:00",-0.20000000298023224
"2017-10-28 00:00:00",0.10000000149011612
"2017-11-01 00:00:00",,16
"2017-11-02 00:00:00",0.5
"2017-11-03 00:00:00",-0.5
"2017-11-11 00:00:00",-0.10000000149011612
"2017-11-13 00:00:00",0.30000001192092896
"2017-11-22 00:00:00",-0.23333333929379782
"2017-11-23 00:00:00",-0.2500000074505806
"2017-11-27 00:00:00",-0.5
"2017-11-28 00:00:00",-0.30000001192092896
"2017-11-30 00:00:00",0.20000000298023224
"2017-12-01 00:00:00",,25
"2017-12-05 00:00:00",0.10000000149011612
"2017-12-10 00:00:00",0.30000001192092896
"2017-12-11 00:00:00",-0.30000001192092896
"2017-12-12 00:00:00",-0.380000002682209
"2017-12-13 00:00:00",0.02500000223517418
"2017-12-14 00:00:00",-0.4000000059604645
"2017-12-16 00:00:00",0.10000000149011612
