,bp_plc,chevron_corporation,conocophillips,exxon_mobil_corporation,marathon_oil_corporation,marathon_petroleum_corporation,occidental_petroleum_corporation,phillips_66,pioneer_natural_resources_company,valero_energy_corporation
2017-03-01,113.88,113.88,49.05,83.02,16.45,50.99,66.24,79.37,193.52,68.48
2017-03-02,113.36,113.36,48.21,83.3,16.14,51.04,65.5,78.33,191.17,66.45
2017-03-03,113.55,113.55,47.82,82.46,16.18,51.27,64.86,78.34,194.18,66.08
2017-03-06,113.17,113.17,48.32,82.83,16.47,51.15,64.73,78.72,194.01,66.44
2017-03-07,111.81,111.81,47.72,82.52,16.28,50.15,64.7,77.48,193.94,65.62
2017-03-08,109.61,109.61,45.91,81.03,14.87,50.22,62.06,77.25,184.25,66.87
2017-03-09,110.04,110.04,46.48,81.67,16.07,49.28,62.5,76.84,187.75,66.48
2017-03-10,110.61,110.61,45.67,81.61,16.16,49.87,62.6,78.86,184.72,66.57
2017-03-13,109.35,109.35,45.84,81.42,15.84,50.99,62.88,79.01,184.41,67.66
2017-03-14,107.36,107.36,44.94,80.99,15.32,50.01,63.04,78.51,179.31,67.44
2017-03-15,108.88,108.88,45.84,82.0,15.56,51.56,65.06,80.15,184.14,68.73
2017-03-16,107.86,107.86,45.84,82.07,15.55,51.18,63.82,79.69,183.36,68.55
2017-03-17,107.68,107.68,45.69,82.0,15.46,50.79,64.09,79.94,184.79,68.9
2017-03-20,107.66,107.66,45.86,82.0,15.48,50.5,63.66,79.41,183.99,68.53
2017-03-21,108.04,108.04,45.18,81.83,15.05,49.26,63.36,78.6,182.3,67.15
2017-03-22,108.39,108.39,44.65,81.76,15.02,49.57,63.51,78.83,182.33,67.57
2017-03-23,107.87,107.87,44.48,81.86,14.68,49.3,63.04,78.48,181.55,67.1
2017-03-24,107.99,107.99,44.1,81.23,14.61,48.87,62.83,77.27,180.91,65.78
2017-03-27,106.28,106.28,44.29,81.25,14.75,48.83,62.87,77.25,180.4,66.23
2017-03-28,107.17,107.17,45.38,81.84,15.23,49.03,63.4,77.92,185.37,66.29
2017-03-29,108.07,108.07,45.95,82.02,15.85,50.55,63.78,78.32,188.32,67.14
2017-03-30,107.78,107.78,50.0,83.7,15.85,50.14,64.27,78.59,182.48,66.23
2017-03-31,107.37,107.37,49.87,82.01,15.8,50.54,63.36,79.22,186.23,66.29
2017-04-03,107.8,107.8,49.45,82.07,15.82,49.94,63.74,78.29,185.48,66.23
2017-04-04,108.66,108.66,49.73,82.37,16.14,50.3,64.01,78.43,187.81,65.81
2017-04-05,108.64,108.64,49.11,82.53,15.98,49.44,63.43,77.57,188.3,65.09
2017-04-06,109.29,109.29,49.81,83.01,16.31,49.84,63.28,76.88,190.44,65.07
2017-04-07,108.86,108.86,49.54,82.76,16.26,50.02,62.99,77.15,189.83,65.57
2017-04-10,109.43,109.43,50.15,83.13,16.56,50.14,64.14,78.05,190.34,65.35
2017-04-11,108.97,108.97,50.15,82.84,16.6,50.43,64.98,77.88,189.95,65.63
2017-04-12,108.97,108.97,49.44,82.97,16.41,49.94,65.06,77.38,186.9,65.13
2017-04-13,106.1,106.1,48.62,81.69,15.91,49.24,64.09,76.67,182.06,64.68
2017-04-14,,,,,,,,,,
2017-04-17,106.17,106.17,48.95,81.58,16.02,49.9,64.03,77.01,183.01,65.19
2017-04-18,105.68,105.68,48.69,81.05,15.74,48.94,62.7,75.93,180.63,64.15
2017-04-19,104.23,104.23,48.0,80.49,15.06,48.19,61.96,75.33,175.06,63.49
2017-04-20,104.88,104.88,47.95,81.01,15.09,48.54,61.93,75.75,174.44,64.1
2017-04-21,104.89,104.89,47.74,80.69,15.16,48.56,61.86,76.35,174.63,65.23
2017-04-24,105.93,105.93,47.91,81.11,15.15,50.19,62.07,77.51,175.72,66.82
2017-04-25,106.73,106.73,48.79,81.73,15.61,50.03,62.5,78.08,178.35,65.83
2017-04-26,106.08,106.08,48.34,81.4,15.31,49.6,62.43,78.11,176.91,64.9
2017-04-27,105.47,105.47,47.86,81.26,14.88,51.02,61.52,78.05,172.36,65.32
2017-04-28,106.7,106.7,47.91,81.65,14.87,50.94,61.54,79.56,172.99,64.61
2017-05-01,105.92,105.92,47.48,82.06,14.82,50.86,60.82,79.56,172.43,64.36
2017-05-02,105.36,105.36,46.7,82.05,14.64,51.42,60.04,79.26,170.44,64.49
2017-05-03,106.72,106.72,47.08,82.7,14.85,51.24,60.17,79.59,170.81,64.9
2017-05-04,104.81,104.81,45.92,81.64,14.17,49.56,58.02,78.24,165.63,64.37
2017-05-05,105.79,105.79,46.77,82.02,14.29,50.66,60.4,79.35,169.61,65.34
2017-05-08,106.68,106.68,47.13,82.89,14.59,51.34,60.6,79.64,172.46,66.11
2017-05-09,105.08,105.08,46.27,82.31,14.4,51.46,59.88,79.6,169.48,66.63
2017-05-10,106.5,106.5,47.61,81.91,14.7,52.34,61.33,79.75,171.27,66.68
2017-05-11,106.21,106.21,47.42,82.61,14.48,52.51,61.07,79.52,171.26,66.35
2017-05-12,105.96,105.96,46.97,82.55,14.33,52.67,60.87,79.79,171.64,66.42
2017-05-15,106.85,106.85,47.44,82.8,14.54,52.99,61.31,80.12,173.85,65.55
2017-05-16,107.25,107.25,47.13,82.55,14.43,52.48,60.53,78.54,174.79,64.54
2017-05-17,104.7,104.7,46.41,81.99,14.35,52.05,60.27,77.67,173.24,63.8
2017-05-18,105.17,105.17,46.42,81.75,14.12,51.94,60.29,77.55,172.75,63.54
2017-05-19,106.52,106.52,47.48,81.93,14.53,52.78,60.64,78.25,176.62,63.87
2017-05-22,106.12,106.12,46.93,82.29,14.44,52.98,60.59,78.55,173.56,63.84
2017-05-23,106.27,106.27,46.76,82.58,14.56,53.08,61.56,78.14,173.74,64.12
2017-05-24,106.22,106.22,46.67,82.29,14.53,53.13,61.16,78.28,173.66,63.81
2017-05-25,105.11,105.11,45.05,81.75,13.5,52.45,60.71,77.42,168.62,63.19
2017-05-26,104.72,104.72,45.35,81.55,13.52,52.82,61.0,77.44,170.24,62.45
2017-05-29,,,,,,,,,,
2017-05-30,104.06,104.06,44.79,81.1,13.12,52.42,60.12,77.0,165.08,62.09
2017-05-31,103.48,103.48,44.69,80.5,13.02,52.04,58.93,76.11,166.86,61.47
2017-06-01,104.27,104.27,44.86,80.7,13.1,53.13,60.51,76.62,166.97,62.12
2017-06-02,103.11,103.11,44.26,79.5,12.72,52.7,60.7,76.37,164.88,62.1
2017-06-05,103.19,103.19,44.02,80.12,12.78,52.8,60.06,76.86,165.51,62.4
2017-06-06,104.17,104.17,44.48,81.21,12.88,53.09,61.65,77.04,168.71,62.29
2017-06-07,103.77,103.77,43.56,80.91,12.21,52.97,60.13,76.96,164.96,62.3
2017-06-08,104.0,104.0,43.07,80.62,12.09,53.43,58.61,77.4,163.43,63.18
2017-06-09,106.4,106.4,44.82,82.13,12.54,54.71,61.01,79.57,169.45,65.26
2017-06-12,108.04,108.04,45.72,82.93,12.62,54.47,60.85,80.21,167.81,65.92
2017-06-13,108.13,108.13,46.43,82.96,13.01,55.03,61.0,80.63,168.75,66.53
2017-06-14,106.6,106.6,45.42,82.07,12.64,53.35,60.12,78.78,164.86,64.75
2017-06-15,106.33,106.33,45.39,82.26,12.37,52.99,59.4,79.08,158.02,64.69
2017-06-16,108.35,108.35,46.53,83.49,12.52,53.77,61.83,80.94,158.79,65.8
2017-06-19,107.46,107.46,46.36,82.76,12.49,54.29,62.03,81.24,158.79,66.61
2017-06-20,106.48,106.48,45.82,82.31,12.06,52.85,60.77,79.55,157.88,65.65
2017-06-21,104.49,104.49,44.95,81.44,11.61,51.73,59.88,78.89,155.03,64.68
2017-06-22,104.45,104.45,44.81,81.08,11.59,51.17,60.21,78.91,154.75,64.82
2017-06-23,105.0,105.0,44.83,81.61,11.53,51.5,60.12,80.27,155.93,65.98
2017-06-26,104.14,104.14,44.23,81.24,11.53,51.33,60.01,80.24,155.21,66.04
2017-06-27,104.07,104.07,43.97,81.11,11.35,51.85,59.63,80.54,154.27,66.81
2017-06-28,104.28,104.28,43.96,81.53,11.45,52.62,59.57,81.79,155.66,67.47
2017-06-29,104.12,104.12,44.08,80.7,11.71,51.81,59.8,81.87,158.47,67.09
2017-06-30,104.33,104.33,43.96,80.73,11.85,52.33,59.87,82.69,159.58,67.46
2017-07-03,106.3,106.3,45.66,82.1,12.14,53.1,61.26,83.34,162.77,68.02
2017-07-04,,,,,,,,,,
2017-07-05,104.62,104.62,44.16,80.85,11.74,52.9,59.75,82.33,159.41,67.07
2017-07-06,103.82,103.82,43.31,80.12,11.59,52.85,58.87,81.89,156.99,66.46
2017-07-07,103.49,103.49,43.0,80.22,11.47,54.07,58.68,82.6,156.03,68.18
2017-07-10,103.04,103.04,43.24,80.16,11.52,54.08,58.77,82.46,158.47,68.09
2017-07-11,103.12,103.12,43.35,80.6,11.59,54.2,58.94,82.36,160.38,67.93
2017-07-12,103.89,103.89,43.24,80.96,11.43,53.76,59.16,82.24,160.11,68.03
2017-07-13,104.13,104.13,43.25,80.97,11.45,53.84,59.5,81.72,160.65,67.78
2017-07-14,104.44,104.44,43.45,81.28,11.65,53.81,59.82,82.2,160.94,68.04
2017-07-17,104.21,104.21,43.19,80.86,11.59,54.31,60.04,81.81,162.83,67.43
2017-07-18,103.72,103.72,43.07,80.6,11.68,54.83,60.24,81.96,161.5,67.51
2017-07-19,104.46,104.46,43.66,80.85,12.25,55.55,60.89,82.92,163.94,68.03
2017-07-20,104.63,104.63,43.23,80.86,12.1,55.4,60.52,82.36,163.28,67.52
2017-07-21,103.25,103.25,42.65,80.12,11.85,55.34,60.03,82.85,160.21,67.78
2017-07-24,103.2,103.2,42.61,79.87,11.88,55.56,59.41,82.65,160.1,67.68
2017-07-25,104.39,104.39,43.65,80.27,12.34,56.02,61.01,84.45,162.6,68.44
2017-07-26,105.12,105.12,43.7,80.37,12.18,55.66,61.59,83.7,162.6,67.99
2017-07-27,106.11,106.11,44.66,80.83,12.23,56.15,62.14,84.51,163.9,67.59
2017-07-28,108.12,108.12,45.26,79.6,12.36,54.98,62.73,83.65,161.41,66.69
2017-07-31,109.19,109.19,45.37,80.04,12.23,55.99,61.93,83.75,163.1,68.97
2017-08-01,110.78,110.78,44.75,80.17,11.91,56.53,61.53,85.63,163.27,68.82
2017-08-02,110.46,110.46,45.61,80.6,12.04,56.2,61.37,86.67,145.68,68.5
2017-08-03,109.43,109.43,44.91,80.49,12.51,55.89,61.55,85.65,135.12,68.5
2017-08-04,110.11,110.11,45.56,80.21,12.9,55.79,62.09,85.6,135.34,68.53
2017-08-07,109.78,109.78,45.17,80.16,12.35,54.9,61.83,85.07,129.64,68.0
2017-08-08,110.35,110.35,45.63,79.96,12.37,54.44,61.35,85.02,135.38,67.79
2017-08-09,110.89,110.89,45.65,80.21,12.2,52.99,61.66,84.49,137.55,66.93
2017-08-10,110.11,110.11,44.97,78.97,12.05,52.21,61.34,83.64,135.26,66.2
2017-08-11,109.23,109.23,44.79,78.21,12.12,52.16,61.13,83.44,134.02,66.15
2017-08-14,108.71,108.71,44.54,78.23,11.63,52.31,61.24,83.88,132.84,66.79
2017-08-15,108.57,108.57,44.5,78.04,11.53,51.89,60.62,83.68,133.7,67.15
2017-08-16,106.84,106.84,43.69,77.47,11.19,51.06,59.7,83.03,131.63,65.99
2017-08-17,105.92,105.92,43.0,76.26,10.82,49.7,58.92,80.89,131.27,64.55
2017-08-18,106.48,106.48,43.11,76.64,10.87,50.11,59.15,81.56,131.95,64.75
2017-08-21,105.78,105.78,42.5,76.38,10.77,49.45,58.84,81.9,127.94,64.7
2017-08-22,106.36,106.36,43.19,76.74,10.89,49.67,59.16,82.23,128.06,65.58
2017-08-23,106.61,106.61,43.69,76.61,11.02,50.17,59.6,82.36,129.71,65.71
2017-08-24,107.44,107.44,43.3,76.33,10.99,51.13,59.13,83.87,128.41,67.44
2017-08-25,108.23,108.23,43.58,76.72,11.05,51.72,59.22,83.42,129.2,67.67
2017-08-28,107.76,107.76,43.05,76.47,10.92,52.52,59.13,83.65,128.46,68.42
2017-08-29,107.86,107.86,42.85,76.45,10.88,51.43,59.08,83.5,127.96,67.92
2017-08-30,107.73,107.73,43.41,76.1,10.9,52.33,59.17,83.6,128.8,68.41
2017-08-31,107.62,107.62,43.66,76.33,11.12,52.45,59.7,83.81,129.65,68.1
2017-09-01,108.76,108.76,44.24,76.57,11.27,54.28,59.75,84.43,130.64,69.2
2017-09-04,,,,,,,,,,
2017-09-05,109.44,109.44,44.39,77.18,11.29,51.79,60.72,83.24,131.13,67.91
2017-09-06,111.79,111.79,45.06,78.78,11.73,52.37,61.62,83.36,133.08,68.11
2017-09-07,111.8,111.8,45.11,79.03,11.78,52.63,61.86,84.04,131.78,68.86
2017-09-08,110.78,110.78,44.47,78.82,11.31,53.42,60.24,84.7,128.5,69.54
2017-09-11,112.52,112.52,44.93,79.25,11.49,53.75,60.41,85.19,129.69,69.81
2017-09-12,112.49,112.49,44.93,79.5,11.59,53.77,60.78,85.73,129.92,70.21
2017-09-13,114.18,114.18,45.56,79.77,11.91,53.21,61.55,86.35,135.51,71.0
2017-09-14,114.45,114.45,45.83,80.09,11.93,52.34,61.58,86.24,136.93,69.94
2017-09-15,114.63,114.63,46.51,80.07,12.0,52.96,61.35,87.67,136.93,71.13
2017-09-18,115.19,115.19,47.09,80.09,12.02,53.58,61.8,88.31,137.0,72.2
2017-09-19,116.34,116.34,47.55,80.22,12.0,54.2,61.86,89.09,137.09,72.71
2017-09-20,116.37,116.37,48.33,80.55,12.42,54.43,62.49,89.07,141.27,73.18
2017-09-21,116.47,116.47,48.69,79.89,12.73,54.37,62.75,89.14,142.01,73.36
2017-09-22,117.29,117.29,49.08,79.92,12.79,54.73,62.94,89.89,144.01,74.29
2017-09-25,117.99,117.99,49.98,80.98,13.19,55.53,64.58,91.01,146.66,75.12
2017-09-26,117.52,117.52,49.67,80.89,13.4,55.38,64.44,91.35,147.58,74.96
2017-09-27,117.45,117.45,50.22,81.43,13.73,55.24,65.19,91.8,149.58,75.47
2017-09-28,117.62,117.62,50.0,82.19,13.53,55.47,64.97,91.79,147.55,76.74
2017-09-29,117.5,117.5,50.05,81.98,13.56,56.08,64.21,91.61,147.54,76.93
2017-10-02,117.43,117.43,50.31,81.63,13.59,55.89,64.11,92.38,151.29,77.05
2017-10-03,117.82,117.82,49.24,81.76,13.76,56.14,63.98,93.63,153.01,77.57
2017-10-04,117.58,117.58,49.31,81.79,13.9,56.31,64.39,93.43,151.76,77.69
2017-10-05,118.58,118.58,49.7,82.02,13.88,56.25,64.35,93.33,151.16,77.27
2017-10-06,117.03,117.03,48.86,81.71,13.55,56.02,63.91,92.82,150.47,77.23
2017-10-09,117.71,117.71,48.91,82.03,13.58,56.14,64.0,93.32,150.96,77.13
2017-10-10,118.8,118.8,49.19,82.26,13.62,56.25,64.5,93.47,150.67,77.37
2017-10-11,119.33,119.33,49.6,82.6,13.68,56.22,64.39,93.68,149.01,77.92
2017-10-12,119.14,119.14,49.81,82.43,13.62,56.55,64.22,94.34,146.24,77.91
2017-10-13,119.16,119.16,49.4,82.41,13.75,56.37,64.73,94.43,143.92,78.08
2017-10-16,120.13,120.13,49.72,82.81,13.85,55.72,64.77,90.87,143.69,77.42
2017-10-17,120.22,120.22,49.72,82.96,13.96,56.51,64.64,90.63,145.35,77.62
2017-10-18,118.15,118.15,49.71,82.76,13.77,56.75,64.63,90.24,145.09,77.62
2017-10-19,118.2,118.2,49.71,82.74,13.74,57.1,64.84,90.39,142.98,77.63
2017-10-20,118.64,118.64,50.25,83.11,13.93,57.49,65.47,90.8,144.75,77.54
2017-10-23,118.93,118.93,50.26,83.24,13.63,56.34,65.05,91.24,143.93,77.4
2017-10-24,119.23,119.23,50.99,83.47,13.71,56.99,65.82,91.83,143.22,77.69
2017-10-25,118.44,118.44,49.96,83.17,13.48,56.44,65.35,91.71,142.16,77.68
2017-10-26,118.44,118.44,51.46,83.47,13.56,57.27,64.62,91.18,142.31,76.29
2017-10-27,113.54,113.54,51.21,83.71,13.81,58.47,65.05,91.99,145.38,77.75
2017-10-30,114.39,114.39,51.39,83.54,14.16,59.06,64.96,91.02,146.26,78.4
2017-10-31,115.89,115.89,51.15,83.35,14.22,59.74,64.57,91.08,149.67,78.89
2017-11-01,115.9,115.9,52.1,83.87,14.87,60.89,65.46,92.3,153.97,80.71
2017-11-02,115.33,115.33,52.48,83.53,15.44,62.17,67.9,93.46,147.8,81.59
2017-11-03,114.99,114.99,52.96,83.18,15.58,62.2,68.26,93.58,150.29,80.88
2017-11-06,117.04,117.04,53.67,83.75,16.33,62.35,68.82,94.43,158.8,81.45
2017-11-07,117.24,117.24,53.48,83.58,16.16,63.11,68.75,94.57,161.67,81.83
2017-11-08,116.67,116.67,53.52,83.47,15.75,63.22,68.17,94.55,159.57,81.67
2017-11-09,117.24,117.24,53.53,83.97,15.78,61.66,68.7,94.42,161.14,81.28
2017-11-10,117.18,117.18,52.99,82.94,15.62,61.72,68.17,93.66,158.93,81.37
2017-11-13,117.23,117.23,52.57,82.89,15.55,62.2,67.93,93.32,156.92,80.67
2017-11-14,116.92,116.92,51.23,82.24,14.84,62.87,67.32,92.83,152.81,81.37
2017-11-15,116.45,116.45,50.49,81.21,14.79,61.5,66.67,92.57,151.51,81.48
2017-11-16,114.57,114.57,50.22,80.56,14.52,62.01,67.17,92.46,151.04,82.12
2017-11-17,114.71,114.71,50.13,80.24,15.05,62.27,68.4,92.65,152.22,82.88
2017-11-20,114.72,114.72,50.08,80.55,14.47,61.94,67.81,92.62,151.51,82.09
2017-11-21,115.17,115.17,50.01,80.87,14.52,62.29,67.88,93.62,152.23,83.8
2017-11-22,115.91,115.91,50.22,81.1,14.88,62.01,68.23,93.29,154.08,82.35
2017-11-23,,,,,,,,,,
2017-11-24,116.51,116.51,50.47,81.42,15.13,62.03,68.42,93.64,154.1,82.25
2017-11-27,115.59,115.59,49.16,81.11,14.48,61.88,68.08,92.81,150.58,82.12
2017-11-28,116.45,116.45,50.13,81.67,14.56,62.22,68.96,94.05,151.09,83.24
2017-11-29,117.18,117.18,50.73,82.27,14.75,61.4,69.9,94.91,151.16,83.34
2017-11-30,118.99,118.99,50.88,83.29,14.84,62.63,70.5,97.56,156.04,85.62
2017-12-01,119.51,119.51,51.74,83.46,15.08,62.84,70.24,97.57,157.16,84.17
2017-12-04,120.84,120.84,51.29,83.57,14.9,63.3,70.06,97.53,156.35,83.63
2017-12-05,120.39,120.39,51.23,82.89,14.88,64.54,70.0,98.27,153.86,85.78
2017-12-06,119.61,119.61,50.38,82.28,14.45,63.46,69.27,97.59,150.66,84.97
2017-12-07,119.63,119.63,50.54,82.55,14.74,64.0,69.41,97.86,154.25,85.59
2017-12-08,119.92,119.92,51.57,82.66,15.15,64.75,68.87,99.55,155.9,87.6
2017-12-11,120.42,120.42,51.69,83.03,15.15,64.46,69.5,99.72,158.67,87.2
2017-12-12,119.68,119.68,51.96,82.76,15.18,64.49,70.03,99.07,158.99,86.94
2017-12-13,119.93,119.93,51.68,83.12,15.2,64.15,69.97,99.99,157.06,87.45
2017-12-14,119.53,119.53,52.31,82.9,15.12,64.66,70.55,99.55,156.58,87.48
2017-12-15,119.73,119.73,52.17,83.03,15.01,65.75,70.62,99.92,155.83,88.19
2017-12-18,119.7,119.7,52.34,82.94,15.43,66.01,70.97,99.98,159.31,88.93
2017-12-19,119.84,119.84,52.68,82.44,16.02,64.75,70.9,99.14,160.2,88.07
2017-12-20,120.89,120.89,54.25,82.87,16.32,65.66,71.88,100.72,167.2,90.16
2017-12-21,124.82,124.82,55.95,83.85,17.05,66.33,72.58,100.08,168.82,90.72
2017-12-22,124.98,124.98,55.5,83.97,16.9,66.36,72.99,100.89,171.12,91.13
2017-12-25,,,,,,,,,,
2017-12-26,125.98,125.98,56.23,83.98,17.26,66.84,73.54,101.64,173.99,91.86
2017-12-27,125.55,125.55,55.59,83.9,17.01,66.42,73.32,102.06,172.44,92.14
2017-12-28,125.58,125.58,55.18,84.02,17.07,66.4,73.7,101.96,172.58,92.3
2017-12-29,125.19,125.19,54.89,83.64,16.93,65.98,73.66,101.15,172.85,91.91
2018-01-01,,,,,,,,,,
2018-01-02,127.58,127.58,55.32,85.03,17.38,67.18,73.98,101.75,172.92,92.8
2018-01-03,128.51,128.51,56.34,86.7,17.67,68.61,75.0,102.43,176.34,93.29
2018-01-04,128.11,128.11,56.99,86.82,18.12,68.68,74.96,102.15,177.27,93.59
2018-01-05,127.9,127.9,56.88,86.75,17.89,69.34,74.55,102.16,176.51,94.03
2018-01-08,128.53,128.53,57.46,87.14,17.97,69.39,75.19,102.06,178.53,94.22
2018-01-09,127.84,127.84,57.93,86.77,18.05,69.0,74.89,101.72,177.95,94.1
2018-01-10,128.66,128.66,57.65,86.08,17.9,69.51,74.25,102.08,178.7,94.15
2018-01-11,132.57,132.57,59.18,86.93,18.6,70.25,75.82,102.37,184.17,94.55
2018-01-12,133.6,133.6,60.05,87.52,18.82,71.42,76.53,104.97,186.15,96.75
2018-01-15,,,,,,,,,,
2018-01-16,132.01,132.01,58.84,86.97,18.24,70.78,75.27,103.5,182.51,96.15
2018-01-17,132.36,132.36,59.86,88.0,18.84,71.98,75.86,106.16,184.32,97.56
2018-01-18,131.59,131.59,59.76,87.43,18.69,71.49,75.39,105.29,184.38,96.46
2018-01-19,131.3,131.3,59.75,87.15,18.58,71.89,75.55,105.63,183.17,97.26
2018-01-22,132.56,132.56,60.67,88.25,19.28,73.16,77.63,106.66,186.3,98.95
2018-01-23,131.02,131.02,60.47,88.3,19.22,73.12,77.42,106.9,186.01,98.69
2018-01-24,131.39,131.39,60.49,88.53,19.28,71.59,77.56,104.63,188.33,97.66
2018-01-25,130.65,130.65,59.48,88.37,18.68,71.08,76.74,104.17,188.5,97.18
2018-01-26,131.19,131.19,60.39,89.0,18.84,71.74,77.18,106.59,188.36,98.69
2018-01-29,128.48,128.48,59.66,88.01,18.62,70.15,76.24,104.25,187.0,96.39
2018-01-30,125.23,125.23,58.46,86.78,18.06,69.13,74.76,102.28,182.66,94.34
2018-01-31,125.35,125.35,58.81,87.3,18.19,69.27,74.97,102.4,182.91,95.97
2018-02-01,125.57,125.57,59.35,89.07,18.43,68.69,76.1,100.86,186.65,94.69
2018-02-02,118.58,118.58,57.72,84.53,17.52,67.41,73.58,97.01,178.74,93.19
2018-02-05,112.62,112.62,55.94,79.72,16.78,64.58,70.91,95.21,171.82,89.77
2018-02-06,117.18,117.18,55.94,78.35,17.23,65.69,71.22,96.88,173.95,90.46
2018-02-07,115.29,115.29,55.63,76.94,16.33,65.09,69.87,95.61,176.2,89.84
2018-02-08,112.3,112.3,53.24,76.07,15.68,62.79,68.47,92.44,169.16,86.77
2018-02-09,113.5,113.5,52.02,75.78,15.51,63.84,68.18,92.6,165.05,88.22
2018-02-12,113.98,113.98,53.41,76.42,16.27,64.77,69.87,93.59,171.03,88.84
2018-02-13,113.29,113.29,53.32,76.3,16.07,66.08,69.72,93.76,172.17,89.48
2018-02-14,113.63,113.63,55.51,76.46,16.95,68.16,69.85,93.33,179.5,92.63
2018-02-15,112.53,112.53,54.54,76.21,16.32,67.8,69.43,92.77,179.59,93.0
2018-02-16,112.14,112.14,54.65,76.54,15.65,67.93,68.16,91.99,178.79,93.27
2018-02-19,,,,,,,,,,
2018-02-20,110.98,110.98,54.84,75.75,15.85,66.25,67.99,90.99,178.25,91.58
2018-02-21,109.06,109.06,53.75,74.89,15.3,66.27,67.21,89.58,174.73,90.83
2018-02-22,109.89,109.89,54.91,75.86,15.18,66.46,67.92,90.13,177.41,92.05
2018-02-23,112.59,112.59,57.05,77.53,15.54,66.81,68.32,91.83,180.0,92.46
2018-02-26,114.6,114.6,56.59,78.84,15.34,66.29,67.27,92.52,179.69,93.31
2018-02-27,113.61,113.61,55.83,77.5,15.0,65.6,66.75,92.12,174.67,92.77
2018-02-28,111.92,111.92,54.31,75.74,14.52,64.06,65.6,90.37,170.23,90.42
2018-03-01,112.04,112.04,53.88,75.2,14.53,64.79,65.63,90.87,169.16,90.82
2018-03-02,111.64,111.64,54.06,75.55,14.86,65.19,65.64,91.37,168.89,92.2
2018-03-05,113.15,113.15,53.99,76.27,15.15,66.16,65.92,93.06,171.69,91.56
2018-03-06,113.65,113.65,54.06,76.18,15.03,67.39,65.66,93.93,169.96,91.72
2018-03-07,113.84,113.84,54.07,74.26,14.8,67.68,65.19,94.22,170.17,92.04
2018-03-08,113.35,113.35,53.57,74.12,14.83,69.03,62.96,95.19,167.68,93.31
2018-03-09,117.22,117.22,55.06,74.56,15.22,70.22,63.67,95.91,171.53,94.32
2018-03-12,116.79,116.79,54.74,75.24,15.09,69.27,63.89,94.99,171.19,92.69
2018-03-13,116.46,116.46,53.96,74.53,14.82,69.24,64.2,94.55,169.56,93.49
2018-03-14,115.13,115.13,53.96,73.6,14.87,69.36,64.04,94.21,169.04,92.66
2018-03-15,115.58,115.58,54.03,74.42,14.91,68.63,63.91,94.46,166.57,92.33
2018-03-16,115.4,115.4,54.93,75.12,15.12,69.68,64.45,95.79,169.34,93.79
2018-03-19,113.89,113.89,53.57,74.15,14.85,69.21,63.65,94.4,166.24,92.94
2018-03-20,114.5,114.5,54.7,73.99,15.26,71.46,63.91,95.1,169.86,94.47
2018-03-21,117.04,117.04,57.04,75.04,16.32,73.21,66.04,96.15,175.37,95.45
2018-03-22,113.7,113.7,56.5,73.5,15.84,72.97,65.18,94.7,172.34,93.04
2018-03-23,112.98,112.98,57.74,72.89,15.76,71.28,65.49,93.39,172.47,91.22
2018-03-26,115.35,115.35,59.08,74.0,16.27,73.68,67.2,96.0,175.57,94.25
2018-03-27,114.66,114.66,59.14,73.7,15.82,72.88,65.82,95.71,171.75,92.27
2018-03-28,112.1,112.1,58.73,72.81,15.32,71.82,63.15,94.33,167.52,90.28
2018-03-29,114.04,114.04,59.29,74.61,16.13,73.11,64.96,95.92,171.78,92.77
2018-03-30,,,,,,,,,,
2018-04-02,112.24,112.24,58.09,73.22,15.57,71.8,64.67,94.95,166.91,91.56
2018-04-03,114.83,114.83,60.03,75.02,16.0,72.6,66.63,96.18,169.46,92.7
2018-04-04,114.48,114.48,59.56,74.87,15.89,72.57,66.62,95.99,169.28,93.35
2018-04-05,117.29,117.29,60.46,76.02,16.8,73.41,67.77,97.77,172.43,95.86
2018-04-06,114.76,114.76,59.26,74.87,16.24,72.45,67.53,96.97,168.13,95.18
2018-04-09,115.98,115.98,60.62,74.87,16.35,71.67,68.93,97.74,169.35,96.01
2018-04-10,118.85,118.85,62.34,77.07,17.06,73.7,70.51,100.25,178.32,98.89
2018-04-11,119.25,119.25,63.23,77.43,17.52,74.02,71.68,102.55,181.78,100.31
2018-04-12,119.23,119.23,63.24,77.22,17.63,74.25,71.78,102.63,182.61,100.53
2018-04-13,119.92,119.92,64.9,77.84,18.16,74.59,73.63,103.74,188.32,101.83
2018-04-16,120.7,120.7,65.73,78.54,18.19,77.52,74.91,106.82,191.13,105.49
2018-04-17,121.46,121.46,66.51,78.33,18.15,78.55,75.22,107.86,191.13,106.69
2018-04-18,123.82,123.82,66.42,79.22,18.23,78.78,75.92,108.89,194.45,107.54
2018-04-19,123.71,123.71,66.31,79.42,17.99,79.4,75.99,110.64,195.47,108.2
2018-04-20,122.31,122.31,65.79,79.0,18.02,79.76,76.47,110.99,194.95,108.55
2018-04-23,123.58,123.58,65.48,79.57,17.98,79.85,77.24,111.45,197.35,109.26
2018-04-24,122.54,122.54,65.31,78.35,17.71,79.78,77.34,109.23,196.06,108.29
2018-04-25,122.72,122.72,65.06,79.5,17.97,80.23,77.36,109.79,198.9,108.68
2018-04-26,124.22,124.22,66.97,80.86,18.46,82.93,77.6,112.52,200.73,111.54
