date,phillips_66,bp_plc,valero_energy_corporation,chevron_corporation,occidental_petroleum_corporation,marathon_oil_corporation,pioneer_natural_resources_company,conocophillips,exxon_mobil_corporation,marathon_petroleum_corporation,dow_jones_transportation_average,dow_jones_composite_average,s&p_500,dow_jones_industrial_average,dow_jones_utility_average,workplaces,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,int_news_sentiment,na_news_sentiment
2020-02-18,88.0,36.09,82.52,110.24,41.56,10.3,135.56,58.3,59.88,56.47,10865.58,9661.41,3370.29,29232.19,960.89,-0.006305170239596469,-0.2116591928251121,-1.3771532184950137,1.3457446808510638,2.4400417101147034,5.4660766961651905,0.0,0.0
2020-02-19,88.36,36.25,83.23,110.74,42.51,10.47,141.17,59.26,60.34,57.69,10943.24,9680.12,3386.15,29348.03,950.01,1.001656314699793,2.2228994340444057,0.6395563770794824,0.34545454545454546,2.6346153846153846,8.153166421207656,0.0,0.0
2020-02-20,90.19,35.98,84.17,109.81,42.97,10.25,142.53,58.88,59.86,60.26,11032.96,9679.08,3373.23,29219.98,952.4,-0.38744769874476986,0.19247404844290655,-0.16757000903342367,1.9222577209797655,2.0982599795291708,-1.3008474576271187,-0.2,0.0
2020-02-21,89.25,35.36,82.9,109.01,42.12,10.11,142.25,58.44,59.13,59.13,10908.94,9602.49,3337.75,28992.41,948.74,0.5471621069824418,2.786382978723404,-1.6326618088298328,1.082046332046332,3.656007751937985,6.725381414701803,0.0,0.0
2020-02-24,86.56,34.06,78.1,104.71,39.48,9.46,135.97,56.38,56.36,55.87,10509.92,9296.87,3225.89,27960.8,935.91,3.010224144710971,1.766222222222222,0.1295029639762882,0.6412133891213391,0.9610655737704918,7.3362445414847155,0.1,0.0
2020-02-25,82.81,32.93,74.44,100.71,36.19,8.92,130.09,53.83,54.2,53.12,10061.46,8996.46,3128.21,27081.36,915.77,1.3121434392828035,4.7372013651877145,0.8459780621572212,0.33213429256594723,2.4335736354273942,8.347692307692308,0.0,0.0
2020-02-26,80.33,32.68,71.72,98.04,34.22,8.41,125.49,51.17,53.01,52.27,9840.89,8909.77,3116.39,26957.59,906.97,1.7344953384677746,11.062866722548199,4.140044742729306,-0.6142625607779578,4.942655935613682,5.116314199395769,0.0,0.0
2020-02-27,74.26,31.53,66.19,94.13,31.81,7.93,122.67,47.13,49.82,47.93,9484.44,8530.18,2978.76,25766.64,865.47,0.660056657223796,10.388680815647108,3.7782204515272246,-0.14394580863674852,6.108891108891108,10.587278106508878,0.0,0.0
2020-02-28,74.86,31.29,66.25,93.34,32.74,8.28,122.78,48.42,51.44,47.42,9388.19,8394.63,2954.22,25409.36,839.96,2.4504283965728275,10.96107544141252,5.6231884057971016,-1.3491666666666666,7.732758620689656,12.349794238683126,0.0,0.0
2020-03-02,74.86,31.29,66.25,93.34,32.74,8.28,122.78,48.42,51.44,47.42,9475.68,8746.05,3090.23,26703.32,886.52,3.7667706708268334,10.73330515638208,6.039947322212467,-0.7693023255813953,3.424742268041237,12.423831070889895,0.0,0.0
2020-03-03,75.11,32.23,67.87,96.59,32.95,8.34,124.32,49.23,53.88,47.73,9200.67,8520.3,3003.37,25917.41,877.25,1.895582329317269,16.152083333333334,11.353759235115168,-1.0908326324642557,4.8516260162601625,22.03791469194313,0.0,0.0
2020-03-04,72.86,31.92,64.44,94.39,32.99,8.08,120.03,48.12,51.3,45.17,9512.05,8900.54,3130.12,27090.86,926.14,2.2326993120194247,11.731554814506044,7.11495246326707,-0.7820919175911252,5.300507614213198,20.026113671274963,0.0,0.0
2020-03-05,74.63,33.14,64.15,98.53,32.93,8.11,123.5,49.43,52.42,45.88,9010.92,8575.61,3023.94,26121.28,908.14,2.0539235412474848,11.120987654320988,7.853986135181977,-0.7898089171974523,6.563618290258449,20.54872563718141,0.2,-0.07
2020-03-06,71.98,32.6,61.7,97.19,31.48,7.8,118.61,47.7,50.11,41.21,8956.06,8503.09,2972.37,25864.78,901.7,2.3208709942481507,8.331701346389227,4.402927249246664,-0.7155635062611807,7.804034582132566,16.74225352112676,0.0,0.0
2020-03-09,61.99,24.77,60.57,81.53,15.5,4.08,70.4,33.3,40.88,32.0,8083.49,7842.88,2746.56,23851.02,852.8,0.9963384865744508,8.982256020278834,7.376589215256466,-0.018570102135561744,5.3861788617886175,39.13225806451614,0.0,0.0
2020-03-11,63.36,26.79,60.45,84.98,14.34,4.4,79.86,34.88,43.41,34.52,8126.09,7720.97,2741.38,23553.22,812.44,-0.3991561181434599,11.509166666666667,11.662926197669401,-0.5311244979919679,5.941414141414143,34.67353407290016,0.3,0.0
2020-03-16,54.36,22.17,49.9,83.42,14.26,4.53,70.68,31.38,38.12,24.92,7023.44,6596.71,2386.13,20188.52,678.03,-12.523756495916851,-0.7056034482758621,25.65580182529335,5.726294552790854,-5.084158415841584,8.332335329341317,0.0,0.0
2020-03-17,48.27,18.84,41.63,69.7,12.02,4.0,59.72,26.08,34.49,20.29,7468.23,7059.9,2529.19,21237.38,769.69,-18.38236357065414,-12.222129783693845,17.94601654331737,8.552702702702703,-7.493545183714002,18.312302839116718,-0.7,0.0
2020-03-19,45.39,17.07,36.95,56.62,10.48,3.82,59.15,25.45,33.37,16.61,7078.73,6621.89,2409.39,20087.19,695.92,-24.38593974175036,-22.801449859041487,12.03866203301477,12.105189340813466,-14.71264367816092,9.946646341463415,0.0,0.0
2020-03-20,48.77,17.28,38.83,59.89,10.1,3.5,62.27,27.95,32.83,18.68,6837.72,6304.73,2304.92,19173.98,646.13,-25.990538573508005,-27.663304887509693,9.802510460251046,14.082840236686389,-18.119416590701913,10.3050139275766,0.0,0.0
2020-03-23,42.32,18.13,32.97,53.63,9.63,3.38,61.84,24.39,31.47,16.65,6703.63,6100.31,2237.4,18591.93,610.89,-29.924046076313896,-31.24443545123432,-3.0608315098468277,14.65659543109801,-25.32959850606909,-16.151898734177216,0.0,0.1
2020-03-30,52.32,23.92,45.04,68.78,11.61,3.52,68.65,29.25,36.95,23.15,7790.91,7365.27,2626.65,22327.48,785.14,-36.22549371633753,-33.768699186991874,-12.124260355029586,16.374335611237658,-30.70702402957486,-4.778761061946904,0.0,0.0
2020-03-31,55.08,24.39,48.03,71.95,11.71,3.35,69.35,29.29,38.3,25.31,7732.32,7221.21,2584.59,21917.16,756.16,-38.767971530249106,-34.82624398073836,-11.334188034188035,17.896577946768062,-28.351526364477333,-6.509544787077828,-0.5,0.0
2020-04-01,51.1,24.37,42.03,72.46,10.85,3.18,67.01,30.8,36.49,21.4,7352.58,6866.08,2470.5,20943.51,708.04,-39.043462771642325,-30.132632430246662,-3.2220779220779217,17.25056433408578,-26.947706422018353,5.4498480243161085,0.0,0.0
2020-04-02,51.11,26.03,43.02,68.56,11.46,3.21,71.58,29.62,38.63,21.86,7445.71,7014.83,2526.9,21413.44,729.36,-39.653873489694384,-34.308706070287535,-5.031786941580756,18.34739263803681,-30.145569620253173,2.3273273273273274,0.0,0.0
2020-04-03,52.57,24.72,41.88,76.12,13.7,3.63,78.9,32.91,42.07,21.9,7305.31,6873.01,2488.65,21052.53,706.01,-39.38211968276857,-36.501359223300966,-4.411129568106311,20.061996779388085,-34.172413793103445,-9.215425531914894,0.0,0.0
2020-04-16,53.53,21.85,45.0,79.99,12.2,3.89,71.11,31.07,39.15,21.95,7981.93,7659.7,2799.55,23537.68,797.54,-38.91168091168091,-30.309337134711328,-7.974097331240188,18.0638783269962,-30.51177536231884,-0.7312775330396476,-0.1,0.0
2020-04-17,59.53,23.43,51.76,87.17,13.63,4.35,76.63,35.26,43.22,25.45,8233.81,7896.55,2874.56,24242.49,823.98,-38.22410682064237,-35.00706486833654,-12.837625178826896,19.60431654676259,-33.19754170324846,-6.095872170439415,-0.3,0.0
2020-04-20,58.12,22.35,50.31,83.57,12.59,4.21,71.28,34.57,41.18,24.85,7969.73,7673.59,2823.16,23650.44,794.85,-36.73548387096774,-29.452631578947372,-11.58809710258418,16.106382978723403,-30.109563602599806,8.419306184012067,-0.1,0.0
2020-04-21,56.8,21.64,49.45,81.64,12.34,4.24,73.47,33.19,40.96,23.72,7844.37,7500.98,2736.56,23018.88,780.99,-38.06098430813124,-29.435878428465532,-9.361022364217252,16.861654135338345,-27.295220243673853,6.587869362363919,0.0,0.0
2020-04-22,58.18,23.33,50.57,84.44,13.02,4.53,80.66,34.98,42.13,24.69,7840.59,7630.38,2799.31,23475.82,804.41,-38.4338078291815,-29.943340691685066,-8.917786561264823,17.022522522522518,-26.921803127874885,3.5640243902439024,0.2,0.1
2020-04-23,59.97,23.38,52.07,86.8,13.87,4.84,79.31,36.18,43.45,25.94,7951.66,7636.44,2797.8,23515.26,790.75,-38.722934472934476,-32.65860597439545,-10.118380062305297,18.23672230652504,-29.332415059687786,-4.5507042253521135,0.0,0.0
2020-04-24,60.53,23.39,52.5,87.01,13.81,4.93,77.45,36.09,43.73,25.76,8092.4,7724.05,2836.74,23775.27,795.09,-37.47455792132804,-32.30135222150676,-10.358435916002897,18.543512658227847,-30.18656056587091,1.8109243697478992,-0.1,0.0
2020-04-27,63.49,24.31,55.57,89.71,14.15,4.85,81.86,37.15,43.94,26.45,8317.42,7860.19,2878.48,24133.78,805.8,-34.83033788641265,-24.97338403041825,-7.585542168674697,15.345864661654133,-26.587958607714015,8.574961360123648,-0.1,0.0
2020-04-28,67.34,24.16,57.87,89.91,15.17,4.99,82.76,38.48,44.97,28.43,8407.32,7871.68,2863.39,24101.55,804.93,-36.750534568781184,-24.392830470500368,-5.060113728675874,9.79102281089036,-23.38783269961977,21.72697368421053,0.0,0.0
2020-04-29,73.5,25.43,66.28,94.62,16.78,5.85,89.8,42.21,47.46,33.04,8628.62,8008.44,2939.51,24633.86,798.48,-36.974724101103604,-24.098360655737704,-4.470252648736756,16.093144560357675,-23.871028037383176,8.354887218045112,0.1,0.0
2020-04-30,73.17,23.8,63.35,92.0,16.6,6.12,89.31,42.1,46.47,32.08,8377.08,7862.52,2912.43,24345.72,778.29,-36.75098109168747,-24.188993482983346,-3.0310509554140133,16.4407796101949,-24.18820224719101,3.2980910425844345,0.0,0.0
2020-05-01,66.36,22.83,58.76,89.44,15.24,5.5,82.92,39.14,43.14,29.24,8144.86,7658.99,2830.71,23723.69,759.08,-35.19168173598553,-22.086899275839368,0.1358574610244989,15.696594427244582,-22.063636363636366,24.15315315315315,-0.08,-0.15
2020-05-04,73.48,23.25,63.66,91.44,15.52,5.81,83.06,40.36,44.88,31.53,7980.96,7644.19,2842.74,23749.76,767.37,-32.465107913669065,-18.25115562403698,-1.1995153473344102,13.28951255539143,-22.350435624394965,20.3876582278481,-0.1,0.0
2020-05-05,75.2,23.87,63.02,92.89,15.32,5.53,82.48,40.92,44.83,31.14,8047.3,7694.53,2868.44,23883.09,773.21,-33.89392857142857,-17.96363636363636,2.8181818181818183,14.343864805290227,-20.30635838150289,19.833065810593897,0.0,0.0
2020-05-06,71.91,23.58,60.91,90.05,13.4,5.6,81.83,40.49,43.99,29.53,7931.83,7578.68,2848.42,23664.64,746.35,-33.856274579907044,-19.139954853273142,1.1298274445357437,14.24835646457268,-19.64022662889518,23.111831442463533,0.0,0.0
2020-05-07,73.31,24.06,61.26,92.64,13.88,5.51,87.02,42.42,44.24,30.78,8050.59,7654.66,2881.19,23875.89,751.97,-33.761001788908764,-19.35272727272727,2.848509266720386,14.161667885881494,-19.16603415559773,40.00511073253833,0.0,0.0
2020-05-08,77.06,24.03,65.92,95.47,15.02,5.78,89.99,43.08,46.18,33.03,8332.5,7824.07,2929.8,24331.32,764.11,-33.36939218523879,-23.511490479317136,0.1367713004484305,15.907421576128538,-22.01466544454629,12.235127478753538,-0.5,0.0
2020-05-11,76.67,23.5,65.57,93.37,15.03,5.75,84.44,42.27,45.74,32.7,8234.18,7778.02,2930.32,24221.99,761.83,-30.84390771449171,-21.206923076923076,-4.688051323175621,13.312362838332115,-21.09353905496625,10.001557632398754,0.0,0.0
2020-05-12,73.53,23.06,63.34,91.1,14.58,5.96,84.03,41.58,44.12,32.21,8000.55,7625.26,2870.12,23764.78,753.3,-31.692032868881746,-18.72630780894617,-0.3661971830985916,13.529199711607784,-18.7487922705314,25.518644067796608,-0.1,0.0
2020-05-13,71.03,22.23,59.05,88.7,13.44,5.56,79.38,39.89,41.93,31.05,7823.8,7478.46,2820.0,23247.97,747.54,-31.716893342877594,-16.717987804878053,0.9178981937602628,13.261494252873565,-17.641706161137442,36.378559463986605,-0.6,0.0
2020-05-14,71.75,22.14,59.41,90.05,13.76,5.64,82.21,39.93,42.3,30.89,7861.34,7571.68,2852.5,23625.34,754.78,-31.989251164457183,-17.12043795620438,1.6778846153846154,13.03735632183908,-18.80552907530982,32.60299003322259,0.0,0.0
2020-05-15,70.93,21.82,58.78,89.16,13.82,5.61,82.86,40.87,42.0,30.3,7761.0,7542.66,2863.7,23685.42,744.49,-31.465892597968068,-18.793122886133034,-0.2280025690430315,13.802264150943394,-19.532033426183844,39.35416666666666,0.0,0.0
2020-05-18,76.28,23.51,64.35,92.55,15.07,6.08,93.38,43.6,45.34,34.95,8322.86,7889.39,2953.91,24597.37,773.18,-28.65341525117456,-13.999357739242132,-0.9129540781357094,12.157205240174672,-19.61560975609756,14.827315541601255,-0.2,0.0
2020-05-19,75.22,22.91,64.05,89.62,14.37,5.82,89.65,42.67,43.94,34.5,8228.93,7773.22,2922.94,24206.86,761.4,-29.858216970998924,-12.505389980976537,2.611225188227241,12.484587813620072,-17.00881488736533,29.267886855241265,0.0,0.0
2020-05-20,78.25,23.62,67.34,93.0,14.99,5.95,92.43,44.15,45.37,36.82,8488.98,7899.45,2971.61,24575.9,761.59,-30.2783542039356,-10.854961832061068,4.426420260095825,12.067567567567568,-14.14437984496124,36.36198347107438,0.0,0.0
2020-05-21,77.09,23.38,65.73,92.04,14.25,5.94,92.93,43.72,44.56,35.69,8452.85,7858.37,2948.51,24474.12,754.02,-30.643394199785174,-10.346413243408954,6.683535762483131,11.90759312320917,-12.144508670520231,45.422750424448225,-0.2,0.0
2020-05-22,76.46,22.98,65.68,90.28,14.13,5.89,92.42,43.28,44.6,35.57,8470.09,7878.64,2955.45,24465.16,763.93,-31.30359085963003,-12.705040091638026,6.205541237113402,12.209302325581396,-10.509073543457498,47.68360655737704,0.0,0.0
2020-05-26,78.97,23.26,68.7,93.3,14.4,6.03,93.72,43.67,45.91,36.83,8895.61,8079.96,2991.77,24995.11,769.03,-28.712956335003575,-9.937139191789608,4.4267386900742745,10.948936170212765,-15.529698149951315,43.84154929577465,0.0,0.0
2020-05-27,81.73,23.93,70.18,93.9,14.42,6.15,94.19,44.67,46.24,36.58,9151.39,8255.95,3036.13,25548.27,777.69,-28.266117478510033,-8.89470365699874,4.258904109589041,11.10056258790436,-13.040394088669949,49.84055459272096,-0.4,-0.7
