Date,Value_PHILLIPS 66,Value_BP P.L.C.,Value_VALERO ENERGY CORPORATION,Value_CHEVRON CORPORATION,Value_OCCIDENTAL PETROLEUM CORPORATION,Value_MARATHON OIL CORPORATION,Value_PIONEER NATURAL RESOURCES COMPANY,Value_CONOCOPHILLIPS,Value_EXXON MOBIL CORPORATION,Value_MARATHON PETROLEUM CORPORATION
2020-12-30,70.6,21.03,56.72,85.33,17.91,6.8,114.57,40.01,41.6,41.57
2020-12-31,69.94,20.52,56.57,84.45,17.31,6.67,113.89,39.99,41.22,41.36
2021-01-04,69.88,20.83,55.73,84.71,17.45,6.83,113.48,39.57,41.5,40.75
2021-01-05,71.75,22.38,57.32,87.0,19.21,7.45,121.35,41.84,43.5,42.09
2021-01-06,71.22,23.41,58.6,89.8,20.0,7.5,126.36,43.51,44.61,42.95
2021-01-07,71.86,23.91,59.67,90.22,20.57,7.69,131.99,44.7,44.96,44.17
2021-01-08,70.71,24.4,57.71,91.08,20.08,7.55,131.24,44.7,45.46,43.18
2021-01-11,72.27,24.38,58.64,91.6,20.08,7.64,131.42,45.36,46.84,43.59
2021-01-12,73.74,25.01,59.51,93.34,22.62,8.39,135.12,47.42,47.88,45.58
2021-01-13,71.77,24.78,57.7,93.25,22.33,8.04,130.93,47.03,48.42,44.32
2021-01-14,74.14,25.47,60.27,95.49,24.24,8.67,132.38,47.87,50.31,45.52
2021-01-15,71.74,24.26,58.3,92.09,22.39,8.25,127.38,45.12,47.89,43.98
2021-01-19,74.78,24.65,60.54,94.51,23.07,8.57,132.04,46.0,48.84,46.09
2021-01-20,75.39,24.81,60.57,95.38,23.02,8.62,132.13,45.36,49.53,46.17
2021-01-21,73.16,24.02,58.86,92.01,21.54,8.25,130.0,43.19,48.11,45.39
2021-01-22,72.55,23.87,59.45,91.73,21.49,8.15,131.16,42.69,47.43,45.75
2021-01-25,72.08,23.07,59.41,90.9,21.51,7.82,129.33,42.58,46.9,46.23
2021-01-26,71.31,23.03,58.15,89.36,20.38,7.47,123.64,41.68,45.87,45.16
2021-01-27,71.2,22.73,58.73,88.2,20.58,7.54,117.63,40.65,45.35,43.94
2021-01-28,71.45,22.86,58.33,89.02,20.95,7.56,122.6,41.11,46.06,44.77
2021-01-29,67.8,22.22,56.43,85.2,20.06,7.24,120.9,40.03,44.84,43.16
2021-02-01,67.38,22.21,56.24,86.41,20.39,7.34,120.26,40.71,44.92,43.45
2021-02-02,68.66,20.75,57.77,87.06,20.73,7.38,119.58,40.97,45.63,45.15
2021-02-03,71.29,21.27,60.1,88.96,22.02,7.8,126.64,43.21,47.42,47.3
2021-02-04,71.93,20.99,61.06,89.0,22.3,7.81,126.6,44.01,48.33,47.33
2021-02-05,72.04,20.81,61.72,89.26,22.56,7.94,128.24,44.42,49.95,47.65
2021-02-08,75.79,22.03,64.79,91.48,25.45,8.98,133.05,46.78,52.1,49.48
2021-02-09,74.53,21.73,64.59,90.96,24.65,8.89,129.04,46.88,50.63,48.87
2021-02-10,76.72,21.58,65.11,92.52,25.6,9.09,132.35,47.25,51.12,49.81
2021-02-11,77.24,21.37,64.55,92.02,24.98,8.75,129.87,46.44,49.84,49.76
2021-02-12,77.23,21.91,64.74,92.55,25.39,8.97,132.29,47.16,50.52,50.46
2021-02-16,79.39,23.18,66.96,93.13,26.46,9.55,136.16,48.85,52.04,51.46
2021-02-17,80.64,23.58,68.12,95.92,26.73,9.58,136.2,49.36,52.85,51.89
2021-02-18,80.05,22.46,67.83,95.0,25.28,9.12,133.01,47.69,52.02,51.22
2021-02-19,82.31,22.87,71.53,95.8,25.42,9.45,133.94,48.42,52.37,53.0
2021-02-22,83.96,23.63,74.25,98.39,26.47,10.2,139.47,50.88,54.3,54.85
2021-02-23,85.53,24.23,75.81,99.63,26.06,11.16,145.24,52.1,55.05,55.77
2021-02-24,87.25,25.3,78.16,103.31,28.16,11.84,150.06,54.67,56.7,56.65
2021-02-25,84.64,25.59,78.15,102.35,26.75,11.3,149.05,53.03,55.76,55.07
