Date,Value_ger_walk,Value_ger_drive,Value_ger_trans,Value_ind_walk,Value_ind_drive,Value_rus_walk,Value_rus_drive,Value_us_walk,Value_us_drive,Value_us_trans,Value_jap_walk,Value_jap_drive,Value_jap_trans
2020-02-08,150.11411764705878,115.6570588235294,116.23833333333336,138.1833333333333,136.34500000000003,101.4525,97.0675,145.15823529411765,127.26301886792452,104.22441860465113,186.73744680851058,160.53617021276597,174.78893617021276
2020-02-09,81.36176470588236,99.77382352941174,102.23277777777778,126.99166666666666,127.015,90.0025,94.7475,91.29882352941176,95.87377358490566,84.35279069767442,134.81276595744683,124.64489361702131,126.05191489361701
2020-02-10,89.88117647058822,103.12705882352941,106.19777777777777,114.675,110.07666666666667,103.82750000000001,104.51250000000002,97.26176470588234,103.2520754716981,100.27976744186049,150.99574468085106,135.52276595744684,135.7197872340426
2020-02-11,103.84176470588235,106.18852941176472,108.20666666666668,114.75333333333333,112.69999999999999,110.0275,107.75250000000001,100.66803921568629,107.07849056603779,101.19023255813953,128.21425531914892,114.95489361702126,117.51893617021277
2020-02-12,107.29852941176472,107.48882352941176,107.46222222222222,114.36999999999999,119.02499999999999,109.075,107.91499999999999,101.00156862745098,107.57377358490565,101.34023255813953,129.73978723404258,112.31936170212768,115.63936170212769
2020-02-13,109.58058823529412,109.48382352941178,108.81388888888887,117.21666666666665,120.53166666666665,117.345,113.93,110.89588235294119,117.23283018867924,105.80116279069769,134.2827659574468,113.66531914893616,117.00021276595741
2020-02-14,137.77647058823533,123.92911764705883,115.91333333333334,134.44333333333336,145.82000000000002,126.11500000000001,123.8925,153.5313725490196,146.23698113207547,118.12953488372095,163.97787234042556,141.29531914893616,140.17000000000002
2020-02-15,160.1138235294118,120.71411764705879,120.35888888888887,136.04666666666668,140.90666666666667,124.18,110.8275,162.91117647058826,137.93773584905662,108.42953488372093,156.74063829787232,141.16063829787237,139.14617021276598
2020-02-16,92.5814705882353,103.2185294117647,124.64611111111114,125.87666666666667,129.82166666666663,110.8575,105.67499999999998,112.27803921568626,106.62150943396227,90.69697674418605,126.44212765957447,116.93574468085107,118.7336170212766
2020-02-17,109.12088235294117,105.84058823529412,207.60333333333335,114.86,111.32333333333332,115.72749999999999,108.44749999999999,109.31450980392157,113.981320754717,104.97139534883719,128.0521276595745,113.75595744680848,116.23042553191493
2020-02-18,114.3464705882353,106.93117647058823,177.75833333333335,111.13666666666667,110.88166666666666,121.025,112.4125,102.60980392156864,110.11358490566035,104.1511627906977,132.84468085106386,115.33255319148932,116.53276595744678
2020-02-19,107.9317647058823,109.15000000000002,156.1277777777778,113.44666666666667,112.695,121.1125,113.69749999999999,105.91058823529411,111.88037735849053,103.91372093023256,133.7925531914894,116.54404255319149,117.30404255319152
2020-02-20,115.45088235294116,105.87029411764708,155.9755555555556,109.05000000000001,114.62500000000001,124.39999999999999,118.47,110.24549019607844,116.82735849056604,104.53348837209303,138.85276595744682,120.65021276595748,121.28851063829788
2020-02-21,123.59029411764705,117.39647058823532,157.67166666666668,120.485,121.40666666666668,131.1425,130.4325,144.0470588235294,139.7833962264151,117.64255813953484,163.18425531914895,150.92829787234038,146.30936170212763
2020-02-22,141.91823529411772,110.82999999999998,165.40944444444443,131.065,128.42,112.77250000000001,110.8825,169.496862745098,138.94792452830185,111.93860465116278,194.73595744680853,180.81680851063828,167.60063829787242
2020-02-23,85.18617647058825,93.40852941176473,147.00777777777773,120.31333333333332,119.73500000000001,96.07999999999998,86.1325,102.00784313725494,103.06358490566039,88.5667441860465,177.0823404255319,158.13851063829784,149.73765957446813
2020-02-24,113.39147058823528,99.88823529411764,146.61,108.38,110.79166666666667,93.96000000000001,100.705,100.46098039215686,106.57679245283016,101.5272093023256,146.73893617021278,122.31106382978723,122.67787234042551
2020-02-25,104.06882352941179,102.56588235294117,142.08277777777778,111.06666666666666,119.57833333333333,111.625,110.61250000000001,104.59137254901957,110.2656603773585,103.52395348837213,132.59553191489357,112.69574468085106,112.3040425531915
2020-02-26,99.73558823529409,102.09058823529413,137.8238888888889,113.15499999999999,118.75333333333333,116.22999999999999,112.41999999999999,105.26823529411763,112.56509433962262,101.84883720930233,128.1421276595745,111.56765957446812,109.09936170212767
2020-02-27,101.49823529411766,108.3629411764706,140.69166666666666,108.90666666666665,116.195,119.35249999999999,115.5575,113.00117647058826,118.922641509434,104.8167441860465,120.4910638297873,105.84787234042555,103.08680851063829
2020-02-28,118.99029411764707,113.10911764705885,151.835,120.67833333333333,128.27833333333334,116.9825,119.5525,146.34862745098042,142.53226415094338,116.51906976744185,124.65425531914893,115.07638297872337,110.08148936170211
2020-02-29,136.13,109.69441176470589,157.58444444444442,129.00333333333333,133.34833333333333,116.7475,111.825,165.8598039215686,141.90924528301883,112.41558139534881,135.58255319148935,120.14234042553191,114.52595744680848
2020-03-01,93.12558823529413,100.79235294117647,142.52166666666668,118.84500000000001,120.30499999999999,111.59249999999999,107.15,102.36941176470589,104.78584905660377,88.34953488372092,127.39255319148934,108.5308510638298,107.85212765957445
