Super Region,Sector,Ticker,Time Level,Unit,Source,Exchange,Sub-Sector,Company Name,Industry Level 2,Industry Level 1,Company Website,Statement Type,Market Cap,Financial Metric,Super Region,Value,Date Value,Period Value
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE,UNITED STATES,490000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.09,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS,UNITED STATES,-0.33,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA MARGIN,UNITED STATES,-0.01,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,0.89,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,PROFIT MARGIN,UNITED STATES,-0.01,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,COST OF REVENUE,UNITED STATES,13232000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT,UNITED STATES,981000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT,UNITED STATES,650000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.12,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL),UNITED STATES,653000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INCOME TAX EXPENSE,UNITED STATES,360000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS,UNITED STATES,0.01,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.13,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE,UNITED STATES,54213000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,572000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,CONSOLIDATED INCOME,UNITED STATES,260000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,R&D EXPENSES,UNITED STATES,97000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INCOME TAX EXPENSE,UNITED STATES,-257000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,FREE CASH FLOW MARGIN,UNITED STATES,-0.18,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,FREE CASH FLOW MARGIN,UNITED STATES,0.08,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX MARGIN,UNITED STATES,-1.05,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,145056000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA,UNITED STATES,-384370000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE,UNITED STATES,202000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS DILUTED,UNITED STATES,-0.26,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,SG&A EXPENSE,UNITED STATES,2409000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE GROWTH,UNITED STATES,-0.57,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,SG&A EXPENSE,UNITED STATES,2534000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,-8270000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX,UNITED STATES,-1145262000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,-0.04,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING EXPENSES,UNITED STATES,-2204000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,SG&A EXPENSE,UNITED STATES,169000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT,UNITED STATES,165000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE,UNITED STATES,1141000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX,UNITED STATES,-538000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,6397000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX,UNITED STATES,-1640000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX MARGIN,UNITED STATES,-0.05,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING EXPENSES,UNITED STATES,214000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,-61000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,COST OF REVENUE,UNITED STATES,1202000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA,UNITED STATES,226000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,0.87,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INCOME TAX EXPENSE,UNITED STATES,-471000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,PROFIT MARGIN,UNITED STATES,-0.38,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT MARGIN,UNITED STATES,-0.63,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.21,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,R&D EXPENSES,UNITED STATES,895000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX MARGIN,UNITED STATES,-0.66,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,FREE CASH FLOW MARGIN,UNITED STATES,-0.15,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING EXPENSES,UNITED STATES,15593000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL),UNITED STATES,1077606000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,0.42,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE GROWTH,UNITED STATES,-0.53,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE,UNITED STATES,142000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,CONSOLIDATED INCOME,UNITED STATES,-909384000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS,UNITED STATES,-1.57,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT MARGIN,UNITED STATES,-0.98,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME,UNITED STATES,-1086549000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,PROFIT MARGIN,UNITED STATES,-0.83,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT,UNITED STATES,438756000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT MARGIN,UNITED STATES,-0.01,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX,UNITED STATES,-445000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE,UNITED STATES,10913000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX,UNITED STATES,1674000000,6/30/2020,d
