Super Region,Sector,Ticker,Time Level,Unit,Source,Exchange,Sub-Sector,Company Name,Industry Level 2,Industry Level 1,Company Website,Statement Type,Market Cap,Financial Metric,Super Region,Value,Date Value,Period Value
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,CONSOLIDATED INCOME,UNITED STATES,3599000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT MARGIN,UNITED STATES,0.13,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA,UNITED STATES,3028000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.33,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,-9234000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,FREE CASH FLOW MARGIN,UNITED STATES,-0.07,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING EXPENSES,UNITED STATES,2320000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA,UNITED STATES,22000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX,UNITED STATES,-1563000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA,UNITED STATES,5810000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT,UNITED STATES,4270000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME,UNITED STATES,9813000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS DILUTED,UNITED STATES,0.02,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,0.58,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX MARGIN,UNITED STATES,-0.48,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE,UNITED STATES,27000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX,UNITED STATES,4145000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,1.29,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL),UNITED STATES,1865649000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,76000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA,UNITED STATES,436000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE GROWTH,UNITED STATES,0.01,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME,UNITED STATES,-94000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME,UNITED STATES,2983000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INCOME TAX EXPENSE,UNITED STATES,564000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT,UNITED STATES,-2277000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,560000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT MARGIN,UNITED STATES,-0.1,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,2117000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX MARGIN,UNITED STATES,-0.33,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,0.44,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN,UNITED STATES,0.14,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,CONSOLIDATED INCOME,UNITED STATES,-610000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,COST OF REVENUE,UNITED STATES,21542000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA,UNITED STATES,-1760000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS DILUTED,UNITED STATES,-4.54,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT,UNITED STATES,408000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,CONSOLIDATED INCOME,UNITED STATES,-46000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,-610000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,PROFIT MARGIN,UNITED STATES,-0.01,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.07,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,-46000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL),UNITED STATES,794000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,COST OF REVENUE,UNITED STATES,18782000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INCOME TAX EXPENSE,UNITED STATES,-51000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS DILUTED,UNITED STATES,-0.06,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,0.05,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE,UNITED STATES,1024000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.1,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS,UNITED STATES,-5.66,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA MARGIN,UNITED STATES,0.05,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,0.9,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,PROFIT MARGIN,UNITED STATES,-0.12,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,COST OF REVENUE,UNITED STATES,27003000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT,UNITED STATES,-11817000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT,UNITED STATES,648000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,-0.07,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL),UNITED STATES,648000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INCOME TAX EXPENSE,UNITED STATES,-1937000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS,UNITED STATES,-14.25,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.62,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE,UNITED STATES,44690000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE GROWTH,UNITED STATES,0.02,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,2304000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,CONSOLIDATED INCOME,UNITED STATES,-1739000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,R&D EXPENSES,UNITED STATES,157000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INCOME TAX EXPENSE,UNITED STATES,148000000,3/31/2020,d
